,id,playlist,artist,explicit,name,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,time_signature
2PpruBYCo4H7WOBJ7Q2EwM,2PpruBYCo4H7WOBJ7Q2EwM,ctrl alt repeat 🌱,OutKast,False,Hey Ya! - Radio Mix / Club Mix,2003-01-01,75,0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,4
31PrpdoIJt82Oi4hEycYeA,31PrpdoIJt82Oi4hEycYeA,ctrl alt repeat 🌱,Will Joseph Cook,False,Girls Like Me,2016-02-12,36,0.757,0.72,11,-5.644,1,0.0425,0.0698,1.45e-05,0.112,0.96,121.968,audio_features,spotify:track:31PrpdoIJt82Oi4hEycYeA,4
4IHY8b4jvoZjA2hmImI1XM,4IHY8b4jvoZjA2hmImI1XM,ctrl alt repeat 🌱,Colony House,False,Silhouettes (Casio Version),2016-02-12,31,0.444,0.907,8,-4.352,1,0.0501,0.00162,0.000318,0.0636,0.964,80.01,audio_features,spotify:track:4IHY8b4jvoZjA2hmImI1XM,4
3Vo4wInECJQuz9BIBMOu8i,3Vo4wInECJQuz9BIBMOu8i,ctrl alt repeat 🌱,Bruno Mars,False,Finesse (Remix) [feat. Cardi B],2017-12-20,85,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,spotify:track:3Vo4wInECJQuz9BIBMOu8i,4
0SGojwNP2zUrgDyeoBQxYO,0SGojwNP2zUrgDyeoBQxYO,ctrl alt repeat 🌱,Rock Mafia,False,The Big Bang,2010-10-29,59,0.902,0.816,0,-3.077,0,0.0312,0.124,8.94e-06,0.18,0.894,96.01,audio_features,spotify:track:0SGojwNP2zUrgDyeoBQxYO,4
13u8q0ouNMBs11CFdrbfAU,13u8q0ouNMBs11CFdrbfAU,ctrl alt repeat 🌱,Joy Crookes,False,Bad Feeling,2017-05-12,39,0.795,0.651,4,-5.727,0,0.0746,0.117,0.00129,0.384,0.864,98.001,audio_features,spotify:track:13u8q0ouNMBs11CFdrbfAU,4
7uKcScNXuO3MWw6LowBjW1,7uKcScNXuO3MWw6LowBjW1,ctrl alt repeat 🌱,Ciara,False,"One, Two Step",2004-09-24,76,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,audio_features,spotify:track:7uKcScNXuO3MWw6LowBjW1,4
0yTJtxZJ5VLfBEHhiNUNeY,0yTJtxZJ5VLfBEHhiNUNeY,ctrl alt repeat 🌱,Young the Giant,False,Silvertongue,2016-08-12,65,0.673,0.789,0,-4.288,1,0.0408,0.00975,0.0,0.752,0.841,100.043,audio_features,spotify:track:0yTJtxZJ5VLfBEHhiNUNeY,4
5kXCVnfbxfq5nKjAVvj3no,5kXCVnfbxfq5nKjAVvj3no,ctrl alt repeat 🌱,Demi Lovato,False,Sexy Dirty Love,2017-09-22,2,0.387,0.75,4,-4.431,0,0.303,0.000963,2.73e-05,0.0579,0.834,93.114,audio_features,spotify:track:5kXCVnfbxfq5nKjAVvj3no,1
5y6pj7OeBFF0CVgZKhRbOG,5y6pj7OeBFF0CVgZKhRbOG,ctrl alt repeat 🌱,Little Mix,False,Black Magic,2015-11-06,72,0.777,0.895,4,-4.464,1,0.0618,0.0348,0.0,0.317,0.826,111.987,audio_features,spotify:track:5y6pj7OeBFF0CVgZKhRbOG,4
4V6MRo0CEAC9MwAm7dkPuL,4V6MRo0CEAC9MwAm7dkPuL,ctrl alt repeat 🌱,Camila Cabello,False,Real Friends,2017-12-06,74,0.74,0.303,3,-8.612,1,0.117,0.835,0.0,0.0782,0.819,91.958,audio_features,spotify:track:4V6MRo0CEAC9MwAm7dkPuL,4
5R0N0a3BB3hzK1OTNrWbs1,5R0N0a3BB3hzK1OTNrWbs1,ctrl alt repeat 🌱,Bridgit Mendler,False,Rocks at My Window,2012-01-01,38,0.639,0.935,8,-3.002,1,0.103,0.0193,0.000205,0.386,0.812,184.96,audio_features,spotify:track:5R0N0a3BB3hzK1OTNrWbs1,4
1rIKgCH4H52lrvDcz50hS8,1rIKgCH4H52lrvDcz50hS8,ctrl alt repeat 🌱,Zara Larsson,False,Lush Life,2017-03-17,78,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,audio_features,spotify:track:1rIKgCH4H52lrvDcz50hS8,4
6ptJ3y9QvcFgoH7eJIQDf3,6ptJ3y9QvcFgoH7eJIQDf3,ctrl alt repeat 🌱,Topaz Jones,True,Tropicana (Bonus),2016-10-28,52,0.834,0.464,11,-8.08,0,0.338,0.0417,0.0,0.0971,0.786,136.953,audio_features,spotify:track:6ptJ3y9QvcFgoH7eJIQDf3,4
4WH2PelEpTVSuglBbz65gN,4WH2PelEpTVSuglBbz65gN,ctrl alt repeat 🌱,Nina Nesbitt,False,Somebody Special,2018-01-11,70,0.559,0.379,5,-7.217,0,0.0955,0.43,0.0,0.0649,0.791,172.095,audio_features,spotify:track:4WH2PelEpTVSuglBbz65gN,4
5yy1unn3mSHSlndXyjUt3H,5yy1unn3mSHSlndXyjUt3H,ctrl alt repeat 🌱,AudioDamn!,False,Radar,2016-01-08,48,0.654,0.844,5,-4.709,0,0.0433,0.257,0.0,0.378,0.794,120.031,audio_features,spotify:track:5yy1unn3mSHSlndXyjUt3H,4
0d28khcov6AiegSCpG5TuT,0d28khcov6AiegSCpG5TuT,ctrl alt repeat 🌱,Gorillaz,False,Feel Good Inc,2005-05-23,81,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,spotify:track:0d28khcov6AiegSCpG5TuT,4
5Gu0PDLN4YJeW75PpBSg9p,5Gu0PDLN4YJeW75PpBSg9p,ctrl alt repeat 🌱,Hailee Steinfeld,False,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,81,0.663,0.708,8,-4.154,1,0.0473,0.0337,0.0,0.0841,0.742,103.073,audio_features,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,4
1LPGwuFgIzbJoShfDdw7MY,1LPGwuFgIzbJoShfDdw7MY,ctrl alt repeat 🌱,Glass Animals,False,Youth,2016-08-26,67,0.647,0.729,9,-7.789,0,0.0304,0.112,0.0036,0.109,0.762,96.015,audio_features,spotify:track:1LPGwuFgIzbJoShfDdw7MY,4
5jlsg7onynIipVy5krMaRZ,5jlsg7onynIipVy5krMaRZ,ctrl alt repeat 🌱,Little Mix,False,Hair,2016-04-15,63,0.712,0.835,7,-4.676,1,0.0487,0.00623,1.68e-06,0.843,0.741,153.956,audio_features,spotify:track:5jlsg7onynIipVy5krMaRZ,4
1ePHXN5AOyHTclX0xO7qVL,1ePHXN5AOyHTclX0xO7qVL,ctrl alt repeat 🌱,Jayme Dee,False,Love Whiplash,2013-07-30,21,0.7,0.788,6,-5.586,0,0.0275,0.0279,5.05e-06,0.545,0.728,116.957,audio_features,spotify:track:1ePHXN5AOyHTclX0xO7qVL,4
3B54sVLJ402zGa6Xm4YGNe,3B54sVLJ402zGa6Xm4YGNe,ctrl alt repeat 🌱,French Montana,True,Unforgettable,2017-07-14,86,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,spotify:track:3B54sVLJ402zGa6Xm4YGNe,4
4vuJuTLFomqItDrn482nzV,4vuJuTLFomqItDrn482nzV,ctrl alt repeat 🌱,Saint Motel,False,Move,2016-10-21,61,0.638,0.819,10,-4.991,0,0.0643,0.0177,0.0,0.312,0.721,101.031,audio_features,spotify:track:4vuJuTLFomqItDrn482nzV,4
6kcHg7XL6SKyPNd78daRBL,6kcHg7XL6SKyPNd78daRBL,ctrl alt repeat 🌱,Saint Motel,False,Sweet Talk,2016-10-21,61,0.67,0.843,1,-4.311,1,0.0454,0.0392,0.0,0.225,0.713,117.01,audio_features,spotify:track:6kcHg7XL6SKyPNd78daRBL,4
6L3VWDPDTQkQFkqvmpAUMU,6L3VWDPDTQkQFkqvmpAUMU,ctrl alt repeat 🌱,Young the Giant,False,Something To Believe In,2016-08-12,63,0.623,0.886,1,-3.044,1,0.0404,0.0245,0.0,0.247,0.709,92.021,audio_features,spotify:track:6L3VWDPDTQkQFkqvmpAUMU,4
0sKAZF2T0hD3SfEr0U0rqX,0sKAZF2T0hD3SfEr0U0rqX,ctrl alt repeat 🌱,Eric Hutchinson,False,"OK, It's Alright With Me",2008-01-01,48,0.532,0.597,0,-4.788,1,0.0692,0.335,0.0,0.0699,0.666,74.388,audio_features,spotify:track:0sKAZF2T0hD3SfEr0U0rqX,4
5imShWWzwqfAJ9gXFpGAQh,5imShWWzwqfAJ9gXFpGAQh,ctrl alt repeat 🌱,John Mayer,False,Waiting On the World to Change,2006-09-11,73,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,audio_features,spotify:track:5imShWWzwqfAJ9gXFpGAQh,4
7yCqehT9dKACTFy7YugP0J,7yCqehT9dKACTFy7YugP0J,ctrl alt repeat 🌱,Marc E. Bassy,True,You & Me,2017-10-13,63,0.696,0.632,1,-8.307,1,0.154,0.0459,0.0,0.193,0.634,85.091,audio_features,spotify:track:7yCqehT9dKACTFy7YugP0J,4
3L8sb4DqxJzj3aafSKbveC,3L8sb4DqxJzj3aafSKbveC,ctrl alt repeat 🌱,Stromae,False,moules frites,2013-01-01,40,0.531,0.489,10,-9.878,1,0.0954,0.2,4.11e-06,0.326,0.616,136.968,audio_features,spotify:track:3L8sb4DqxJzj3aafSKbveC,4
4EWCNWgDS8707fNSZ1oaA5,4EWCNWgDS8707fNSZ1oaA5,ctrl alt repeat 🌱,Kanye West,False,Heartless,2008-01-01,72,0.789,0.65,10,-6.16,0,0.121,0.0401,0.0,0.249,0.617,87.983,audio_features,spotify:track:4EWCNWgDS8707fNSZ1oaA5,4
0ip0d4KKprjPX7SOJAMM7a,0ip0d4KKprjPX7SOJAMM7a,ctrl alt repeat 🌱,Young Rising Sons,False,Habits (Stay High),2014-10-21,45,0.683,0.634,0,-9.322,1,0.0358,0.0537,0.000408,0.113,0.605,109.956,audio_features,spotify:track:0ip0d4KKprjPX7SOJAMM7a,4
4c1gGIl0A4G42Du07h9hQo,4c1gGIl0A4G42Du07h9hQo,ctrl alt repeat 🌱,Elijah Blake,True,Towers of Tokyo,2013-12-12,40,0.584,0.603,5,-5.831,1,0.0854,0.244,0.0,0.113,0.605,85.166,audio_features,spotify:track:4c1gGIl0A4G42Du07h9hQo,3
2yrJ1jWo3HLksJFUqUsZE4,2yrJ1jWo3HLksJFUqUsZE4,ctrl alt repeat 🌱,Lorde,False,The Love Club,2013-01-01,61,0.792,0.492,5,-7.295,1,0.0572,0.229,0.0112,0.134,0.603,92.027,audio_features,spotify:track:2yrJ1jWo3HLksJFUqUsZE4,4
06nw88aK8vHYRnT4JPrE7I,06nw88aK8vHYRnT4JPrE7I,ctrl alt repeat 🌱,Sody,False,Wasted Youth,2016-05-13,13,0.696,0.496,0,-8.49,1,0.0756,0.157,0.0,0.137,0.587,119.994,audio_features,spotify:track:06nw88aK8vHYRnT4JPrE7I,4
4tCtwWceOPWzenK2HAIJSb,4tCtwWceOPWzenK2HAIJSb,ctrl alt repeat 🌱,Fifth Harmony,False,Work from Home,2016-05-27,79,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,spotify:track:4tCtwWceOPWzenK2HAIJSb,4
46bynS8IsUp4tYXszJFbrp,46bynS8IsUp4tYXszJFbrp,ctrl alt repeat 🌱,Virginia To Vegas,False,Don't Fight The Music,2015-02-17,22,0.599,0.916,11,-4.449,0,0.0461,0.0358,0.0,0.139,0.586,99.956,audio_features,spotify:track:46bynS8IsUp4tYXszJFbrp,4
0bnGpP5DSgTy4JCJqUhrxY,0bnGpP5DSgTy4JCJqUhrxY,ctrl alt repeat 🌱,Phum Viphurit,False,Strangers in a Dream,2017-02-04,48,0.804,0.672,0,-7.948,1,0.0278,0.326,1.01e-05,0.0849,0.577,120.003,audio_features,spotify:track:0bnGpP5DSgTy4JCJqUhrxY,4
2dEJE18eoskLm4bjSW6kmY,2dEJE18eoskLm4bjSW6kmY,ctrl alt repeat 🌱,Corinne Bailey Rae,False,Put Your Records On,2006-01-01,52,0.737,0.502,9,-7.871,1,0.0355,0.162,3.71e-06,0.181,0.582,96.067,audio_features,spotify:track:2dEJE18eoskLm4bjSW6kmY,4
6oOIyc6GGm0V2uuIv2xOx6,6oOIyc6GGm0V2uuIv2xOx6,ctrl alt repeat 🌱,Troye Sivan,False,COOL,2015-12-04,51,0.72,0.836,10,-6.024,1,0.0932,0.121,8.92e-06,0.382,0.577,107.999,audio_features,spotify:track:6oOIyc6GGm0V2uuIv2xOx6,4
0pE89jFuJUdGDnxsnpiTeo,0pE89jFuJUdGDnxsnpiTeo,ctrl alt repeat 🌱,GRiZ,False,Good Times Roll,2016-09-23,52,0.677,0.874,1,-5.445,1,0.129,0.0219,0.00738,0.973,0.58,100.012,audio_features,spotify:track:0pE89jFuJUdGDnxsnpiTeo,4
0bOH2yZkaVSg2OdegIlp2J,0bOH2yZkaVSg2OdegIlp2J,ctrl alt repeat 🌱,Charlotte Lawrence,False,Sleep Talking,2017-10-20,69,0.661,0.762,5,-4.307,1,0.0402,0.452,0.0,0.162,0.583,101.99,audio_features,spotify:track:0bOH2yZkaVSg2OdegIlp2J,4
3qhobDAfBcVoOWZP8Ck8R2,3qhobDAfBcVoOWZP8Ck8R2,ctrl alt repeat 🌱,The Lumineers,False,Ophelia,2016-02-05,62,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,spotify:track:3qhobDAfBcVoOWZP8Ck8R2,4
044JuGJf9qUo9vxmDPpXVS,044JuGJf9qUo9vxmDPpXVS,ctrl alt repeat 🌱,WESLEE,False,Sweat Dreams,2018-04-26,49,0.762,0.466,11,-6.384,1,0.132,0.00697,0.0,0.0228,0.545,99.058,audio_features,spotify:track:044JuGJf9qUo9vxmDPpXVS,4
1qXjolYMICsnISl8xZAbA2,1qXjolYMICsnISl8xZAbA2,ctrl alt repeat 🌱,Lorde,True,Perfect Places,2017-11-10,66,0.638,0.58,1,-5.319,0,0.0545,0.00253,2.3e-05,0.128,0.551,104.045,audio_features,spotify:track:1qXjolYMICsnISl8xZAbA2,4
5FAK7GY5W3PUBPLkJ6R2wq,5FAK7GY5W3PUBPLkJ6R2wq,ctrl alt repeat 🌱,Louis Futon,True,Rewind,2017-08-09,55,0.693,0.664,7,-5.352,1,0.0793,0.206,0.0,0.124,0.542,96.13,audio_features,spotify:track:5FAK7GY5W3PUBPLkJ6R2wq,4
3GCdLUSnKSMJhs4Tj6CV3s,3GCdLUSnKSMJhs4Tj6CV3s,ctrl alt repeat 🌱,Kendrick Lamar,True,All The Stars (with SZA),2018-02-09,85,0.709,0.635,5,-4.865,0,0.0461,0.0538,0.000139,0.098,0.536,96.825,audio_features,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,4
7FX3ZWE70VRjsprg5oeECc,7FX3ZWE70VRjsprg5oeECc,ctrl alt repeat 🌱,COIN,False,Talk Too Much,2016-05-06,68,0.598,0.914,4,-3.752,1,0.0878,0.0106,1.22e-06,0.369,0.531,103.972,audio_features,spotify:track:7FX3ZWE70VRjsprg5oeECc,4
0nnLc6TgBvCqsbcKNWvKgB,0nnLc6TgBvCqsbcKNWvKgB,ctrl alt repeat 🌱,Olympic Ayres,False,Control,2014-06-09,33,0.637,0.708,10,-6.244,0,0.0433,0.253,0.0,0.112,0.515,113.021,audio_features,spotify:track:0nnLc6TgBvCqsbcKNWvKgB,4
1g1Jor1zrllXn2ogj8KGAH,1g1Jor1zrllXn2ogj8KGAH,ctrl alt repeat 🌱,The Cheetah Girls,False,"Strut - From ""The Cheetah Girls 2""",2006-01-01,51,0.671,0.86,3,-5.025,0,0.104,0.439,1.6e-06,0.12,0.519,119.999,audio_features,spotify:track:1g1Jor1zrllXn2ogj8KGAH,4
6RKGBcDtgzXx21zUjpeu6F,6RKGBcDtgzXx21zUjpeu6F,ctrl alt repeat 🌱,Saint Motel,False,Cold Cold Man,2014-08-16,66,0.613,0.661,9,-4.984,1,0.0263,0.00652,0.0,0.0976,0.509,110.978,audio_features,spotify:track:6RKGBcDtgzXx21zUjpeu6F,4
4EaO2XR7gWaHq8DW7nu1iY,4EaO2XR7gWaHq8DW7nu1iY,ctrl alt repeat 🌱,Magic Man,True,Paris,2014-07-07,56,0.472,0.881,2,-5.252,1,0.0524,0.0876,0.0,0.0698,0.502,178.858,audio_features,spotify:track:4EaO2XR7gWaHq8DW7nu1iY,4
0jospDhDAM3ziSMWZEUOmI,0jospDhDAM3ziSMWZEUOmI,ctrl alt repeat 🌱,Zak Abel,False,Awakening,2017-10-06,56,0.706,0.942,6,-2.357,0,0.0697,0.0561,0.000598,0.564,0.489,100.011,audio_features,spotify:track:0jospDhDAM3ziSMWZEUOmI,4
64s75Jxg5DILfpihY7q56H,64s75Jxg5DILfpihY7q56H,ctrl alt repeat 🌱,Tom Misch,False,South of the River,2017-07-04,54,0.845,0.57,0,-8.441,1,0.0802,0.0957,0.414,0.0813,0.466,113.003,audio_features,spotify:track:64s75Jxg5DILfpihY7q56H,4
2CFGQXM3exBO8U9WGve2GY,2CFGQXM3exBO8U9WGve2GY,ctrl alt repeat 🌱,MIKA,False,Elle me dit,2012-01-01,49,0.793,0.779,10,-3.721,1,0.0397,0.0638,0.000176,0.0772,0.465,125.986,audio_features,spotify:track:2CFGQXM3exBO8U9WGve2GY,4
11r8xMuVTS66RjtYgLneRw,11r8xMuVTS66RjtYgLneRw,ctrl alt repeat 🌱,Maggie Rogers,False,Fallingwater,2018-05-23,71,0.388,0.322,2,-8.933,1,0.0356,0.613,0.000534,0.0887,0.454,86.739,audio_features,spotify:track:11r8xMuVTS66RjtYgLneRw,4
5X2ippHAj4GHuWfqQriqvF,5X2ippHAj4GHuWfqQriqvF,ctrl alt repeat 🌱,Wrabel,False,Ritual,2017-05-12,64,0.591,0.672,0,-6.553,0,0.0379,0.0636,0.0,0.288,0.448,108.938,audio_features,spotify:track:5X2ippHAj4GHuWfqQriqvF,4
3oIhthYPSKwAwJLA8JClkV,3oIhthYPSKwAwJLA8JClkV,ctrl alt repeat 🌱,Astrid S,False,Such A Boy,2017-06-30,65,0.663,0.789,6,-5.167,0,0.102,0.0555,1.06e-06,0.0828,0.449,94.985,audio_features,spotify:track:3oIhthYPSKwAwJLA8JClkV,4
6OcMFPjmM8VGZ5JtUHURrT,6OcMFPjmM8VGZ5JtUHURrT,ctrl alt repeat 🌱,Brayton Bowman,False,PUFF PUFF PASS,2017-02-24,37,0.636,0.72,0,-4.442,1,0.272,0.0229,0.0,0.0692,0.449,89.932,audio_features,spotify:track:6OcMFPjmM8VGZ5JtUHURrT,4
4ggZUSgcyh4gndZmohAWoI,4ggZUSgcyh4gndZmohAWoI,ctrl alt repeat 🌱,Joy Crookes,False,Mother May I Sleep With Danger?,2017-05-12,49,0.727,0.732,4,-7.422,0,0.154,0.0719,0.0,0.17,0.436,114.918,audio_features,spotify:track:4ggZUSgcyh4gndZmohAWoI,4
6rjTUYhDnwmMMk1Vbur67C,6rjTUYhDnwmMMk1Vbur67C,ctrl alt repeat 🌱,Banks,False,Underdog,2017-09-28,55,0.531,0.605,0,-6.808,1,0.191,0.284,2.52e-06,0.106,0.444,87.971,audio_features,spotify:track:6rjTUYhDnwmMMk1Vbur67C,4
3EGxhUpcKaYixmxNlSABDo,3EGxhUpcKaYixmxNlSABDo,ctrl alt repeat 🌱,Bea Miller,False,repercussions,2018-02-23,53,0.672,0.584,7,-6.126,1,0.0329,0.0306,0.000978,0.0949,0.444,100.999,audio_features,spotify:track:3EGxhUpcKaYixmxNlSABDo,4
5v0C3nNNDMhZ3nWzzP0W4T,5v0C3nNNDMhZ3nWzzP0W4T,ctrl alt repeat 🌱,GoldLink,True,Rough Soul,2017-01-13,60,0.795,0.529,4,-18.345,0,0.0605,0.0273,0.000129,0.0938,0.419,117.009,audio_features,spotify:track:5v0C3nNNDMhZ3nWzzP0W4T,4
7caBdJPpjv4M5hJi1UccFB,7caBdJPpjv4M5hJi1UccFB,ctrl alt repeat 🌱,Thirdstory,False,Still In Love - Acoustic,2018-02-02,40,0.291,0.285,5,-9.453,0,0.0368,0.882,0.0,0.165,0.42,65.843,audio_features,spotify:track:7caBdJPpjv4M5hJi1UccFB,4
0ofbQMrRDsUaVKq2mGLEAb,0ofbQMrRDsUaVKq2mGLEAb,ctrl alt repeat 🌱,Camila Cabello,False,Havana,2017-08-03,43,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,audio_features,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,4
6owYz6tFvZ46zV57njFhVL,6owYz6tFvZ46zV57njFhVL,ctrl alt repeat 🌱,RKCB,False,Vice,2017-06-23,53,0.651,0.681,4,-6.736,0,0.18,0.0816,0.000363,0.246,0.408,108.893,audio_features,spotify:track:6owYz6tFvZ46zV57njFhVL,4
68v7PQWvP1IAs9mUW31T2E,68v7PQWvP1IAs9mUW31T2E,ctrl alt repeat 🌱,JP Cooper,False,Good Friend,2017-10-06,52,0.608,0.735,9,-7.304,0,0.143,0.0185,0.0,0.154,0.402,94.976,audio_features,spotify:track:68v7PQWvP1IAs9mUW31T2E,4
4V8uu21mnpyg7BElNNJdPs,4V8uu21mnpyg7BElNNJdPs,ctrl alt repeat 🌱,Hoodie Allen,True,No Faith in Brooklyn (feat. Jhameel),2012-04-10,59,0.695,0.807,9,-5.123,1,0.0346,0.0121,0.0,0.266,0.4,91.947,audio_features,spotify:track:4V8uu21mnpyg7BElNNJdPs,4
63lESekLwG2qmA6yqaRVAJ,63lESekLwG2qmA6yqaRVAJ,ctrl alt repeat 🌱,Raleigh Ritchie,False,Stay Inside - The Internet Remix,2014-04-14,39,0.581,0.458,8,-9.142,0,0.234,0.107,0.0,0.0879,0.373,87.463,audio_features,spotify:track:63lESekLwG2qmA6yqaRVAJ,4
3dBE30R12dDxc1jBDaqmo3,3dBE30R12dDxc1jBDaqmo3,ctrl alt repeat 🌱,Charlotte Lawrence,True,Psychopath - Recorded at Spotify Studios NYC,2018-03-21,68,0.736,0.538,7,-5.263,0,0.0477,0.0631,0.0,0.121,0.366,110.043,audio_features,spotify:track:3dBE30R12dDxc1jBDaqmo3,4
1XFa8lVIi89cqKO60tvg4b,1XFa8lVIi89cqKO60tvg4b,ctrl alt repeat 🌱,Allie X,False,Paper Love,2017-04-28,5,0.571,0.687,1,-6.086,0,0.0817,0.103,0.00175,0.0675,0.356,189.95,audio_features,spotify:track:1XFa8lVIi89cqKO60tvg4b,4
6JcFC3oeyFK4hqB6gUcNLq,6JcFC3oeyFK4hqB6gUcNLq,ctrl alt repeat 🌱,Gabrielle Aplin,False,Miss You,2016-12-16,59,0.57,0.761,9,-5.391,1,0.0389,0.188,0.0,0.103,0.358,100.805,audio_features,spotify:track:6JcFC3oeyFK4hqB6gUcNLq,4
4XrvRf68c9H4orZZ9KoldQ,4XrvRf68c9H4orZZ9KoldQ,ctrl alt repeat 🌱,Grace VanderWaal,False,Moonlight,2017-11-03,71,0.737,0.734,7,-4.71,1,0.156,0.399,0.0,0.323,0.357,91.999,audio_features,spotify:track:4XrvRf68c9H4orZZ9KoldQ,4
6r8en1elQR0EQ187RL5KDt,6r8en1elQR0EQ187RL5KDt,ctrl alt repeat 🌱,FRANKIE,True,Ghost,2018-06-13,54,0.733,0.623,6,-4.365,1,0.112,0.256,0.0,0.534,0.363,99.948,audio_features,spotify:track:6r8en1elQR0EQ187RL5KDt,4
44jVYj3TXig7Cf1vkgulnQ,44jVYj3TXig7Cf1vkgulnQ,ctrl alt repeat 🌱,Billie Eilish,False,watch,2017-08-11,19,0.447,0.602,0,-8.996,1,0.219,0.302,0.00233,0.107,0.35,165.041,audio_features,spotify:track:44jVYj3TXig7Cf1vkgulnQ,4
0VE4kBnHJUgtMf0dy6DRmW,0VE4kBnHJUgtMf0dy6DRmW,ctrl alt repeat 🌱,Taylor Swift,False,Getaway Car,2017-11-10,70,0.56,0.672,2,-6.662,1,0.15,0.00476,1.55e-06,0.0911,0.35,171.986,audio_features,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,4
3XyMPyuWwHcGMvXeJY6Qt0,3XyMPyuWwHcGMvXeJY6Qt0,ctrl alt repeat 🌱,Alicia Keys,False,Girl On Fire - Inferno Version,2012-11-23,58,0.554,0.808,9,-5.943,1,0.305,0.0876,0.00402,0.147,0.337,92.586,audio_features,spotify:track:3XyMPyuWwHcGMvXeJY6Qt0,4
2m2UUXawbgwTX9XNC1EMvw,2m2UUXawbgwTX9XNC1EMvw,ctrl alt repeat 🌱,Brayton Bowman,False,WORRY TOO MUCH (INTRO),2017-02-24,16,0.548,0.724,7,-5.904,0,0.31,0.215,0.0,0.194,0.332,94.808,audio_features,spotify:track:2m2UUXawbgwTX9XNC1EMvw,4
1eyzqe2QqGZUmfcPZtrIyt,1eyzqe2QqGZUmfcPZtrIyt,ctrl alt repeat 🌱,M83,False,Midnight City,2011-01-01,70,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,audio_features,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,4
64I0PKLFEKlcvc7fEVUGq0,64I0PKLFEKlcvc7fEVUGq0,ctrl alt repeat 🌱,Izzy Bizu,False,White Tiger - Single Version,2015-10-16,63,0.772,0.582,2,-5.14,0,0.0615,0.222,8.78e-05,0.108,0.319,117.856,audio_features,spotify:track:64I0PKLFEKlcvc7fEVUGq0,4
0B2RttXEiyXsMeQ7mMP3EI,0B2RttXEiyXsMeQ7mMP3EI,ctrl alt repeat 🌱,Snakehips,True,Cruel,2016-07-15,65,0.603,0.879,5,-4.098,1,0.124,0.0184,0.0,0.156,0.318,110.125,audio_features,spotify:track:0B2RttXEiyXsMeQ7mMP3EI,4
4iKXSgiwDWcoWrEmpz5d4n,4iKXSgiwDWcoWrEmpz5d4n,ctrl alt repeat 🌱,Kiah Victoria,False,Hollow,2016-08-23,26,0.493,0.654,8,-5.823,1,0.0584,0.275,0.0,0.607,0.3,89.671,audio_features,spotify:track:4iKXSgiwDWcoWrEmpz5d4n,4
62n7DLmd6yh8MlaxamIb2t,62n7DLmd6yh8MlaxamIb2t,ctrl alt repeat 🌱,Jack Garratt,False,Weathered,2016-02-19,52,0.402,0.499,0,-7.406,1,0.0429,0.094,0.000219,0.0847,0.28,112.144,audio_features,spotify:track:62n7DLmd6yh8MlaxamIb2t,4
2QIvCZTFVnky13XShl1zWJ,2QIvCZTFVnky13XShl1zWJ,ctrl alt repeat 🌱,88rising,True,Warpaint,2018-06-28,67,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,audio_features,spotify:track:2QIvCZTFVnky13XShl1zWJ,4
6nIma485FfJhgpNbN54Vxh,6nIma485FfJhgpNbN54Vxh,ctrl alt repeat 🌱,Zak Abel,False,Rock Bottom (feat. Wretch 32),2017-02-09,45,0.757,0.607,4,-5.659,0,0.0689,0.0721,0.000349,0.17,0.268,90.053,audio_features,spotify:track:6nIma485FfJhgpNbN54Vxh,4
62efkNWDBAVdIzXkfXJMu0,62efkNWDBAVdIzXkfXJMu0,ctrl alt repeat 🌱,Raleigh Ritchie,False,On Fire,2016-05-27,47,0.617,0.472,3,-3.616,0,0.0576,0.0737,3.45e-05,0.113,0.24,95.971,audio_features,spotify:track:62efkNWDBAVdIzXkfXJMu0,4
